# Lecture 37 - 3D space frame (truss), converted for StructLab. SI units, Z up.
# Source: Vertices.csv / Edges.csv / Force-Data.csv / Restraint-Data.csv + notebook constants
# E = 200 GPa, A = 0.005 m2 for every member; bars (pin-pin, axial only).
#NODES
id,x,y,z
330,113,133,bar,2e+11,0.005
331,177,178,bar,2e+11,0.005
332,176,177,bar,2e+11,0.005
333,177,179,bar,2e+11,0.005
334,179,176,bar,2e+11,0.005
335,179,178,bar,2e+11,0.005
336,116,107,bar,2e+11,0.005
337,177,180,bar,2e+11,0.005
338,180,178,bar,2e+11,0.005
339,176,180,bar,2e+11,0.005
340,116,105,bar,2e+11,0.005
341,182,190,bar,2e+11,0.005
342,117,107,bar,2e+11,0.005
343,187,189,bar,2e+11,0.005
344,191,187,bar,2e+11,0.005
345,187,185,bar,2e+11,0.005
346,120,109,bar,2e+11,0.005
347,187,182,bar,2e+11,0.005
348,127,112,bar,2e+11,0.005
349,182,185,bar,2e+11,0.005
350,128,113,bar,2e+11,0.005
351,180,191,bar,2e+11,0.005
352,189,185,bar,2e+11,0.005
353,201,216,bar,2e+11,0.005
354,198,216,bar,2e+11,0.005
355,193,194,bar,2e+11,0.005
356,195,194,bar,2e+11,0.005
357,203,220,bar,2e+11,0.005
358,209,188,bar,2e+11,0.005
359,192,209,bar,2e+11,0.005
360,216,192,bar,2e+11,0.005
361,215,192,bar,2e+11,0.005
362,209,183,bar,2e+11,0.005
363,204,206,bar,2e+11,0.005
364,205,204,bar,2e+11,0.005
365,205,206,bar,2e+11,0.005
366,174,161,bar,2e+11,0.005
367,166,161,bar,2e+11,0.005
368,184,174,bar,2e+11,0.005
369,174,164,bar,2e+11,0.005
370,184,166,bar,2e+11,0.005
371,166,164,bar,2e+11,0.005
372,182,195,bar,2e+11,0.005
373,171,164,bar,2e+11,0.005
374,190,195,bar,2e+11,0.005
375,184,171,bar,2e+11,0.005
376,173,183,bar,2e+11,0.005
377,195,196,bar,2e+11,0.005
378,196,193,bar,2e+11,0.005
379,186,181,bar,2e+11,0.005
380,186,183,bar,2e+11,0.005
381,188,183,bar,2e+11,0.005
382,199,202,bar,2e+11,0.005
383,192,188,bar,2e+11,0.005
384,161,164,bar,2e+11,0.005
385,166,174,bar,2e+11,0.005
386,207,208,bar,2e+11,0.005
387,166,171,bar,2e+11,0.005
388,173,171,bar,2e+11,0.005
389,181,184,bar,2e+11,0.005
390,212,211,bar,2e+11,0.005
391,218,212,bar,2e+11,0.005
392,212,214,bar,2e+11,0.005
393,186,188,bar,2e+11,0.005
394,211,214,bar,2e+11,0.005
395,208,210,bar,2e+11,0.005
396,210,213,bar,2e+11,0.005
397,210,218,bar,2e+11,0.005
398,197,200,bar,2e+11,0.005
399,200,201,bar,2e+11,0.005
400,201,198,bar,2e+11,0.005
401,200,198,bar,2e+11,0.005
402,222,223,bar,2e+11,0.005
403,224,223,bar,2e+11,0.005
404,227,225,bar,2e+11,0.005
405,226,227,bar,2e+11,0.005
406,228,227,bar,2e+11,0.005
407,225,226,bar,2e+11,0.005
408,228,225,bar,2e+11,0.005
409,231,230,bar,2e+11,0.005
410,230,232,bar,2e+11,0.005
411,231,232,bar,2e+11,0.005
412,229,232,bar,2e+11,0.005
413,231,229,bar,2e+11,0.005
414,215,209,bar,2e+11,0.005
415,216,215,bar,2e+11,0.005
416,219,221,bar,2e+11,0.005
417,221,222,bar,2e+11,0.005
418,221,223,bar,2e+11,0.005
419,223,226,bar,2e+11,0.005
420,223,227,bar,2e+11,0.005
421,226,222,bar,2e+11,0.005
422,225,230,bar,2e+11,0.005
423,227,230,bar,2e+11,0.005
424,228,230,bar,2e+11,0.005
425,228,231,bar,2e+11,0.005
426,52,2,bar,2e+11,0.005
427,4,52,bar,2e+11,0.005
428,51,5,bar,2e+11,0.005
429,2,51,bar,2e+11,0.005
430,51,3,bar,2e+11,0.005
431,58,20,bar,2e+11,0.005
432,58,7,bar,2e+11,0.005
433,62,16,bar,2e+11,0.005
434,62,13,bar,2e+11,0.005
435,58,13,bar,2e+11,0.005
436,62,7,bar,2e+11,0.005
437,65,22,bar,2e+11,0.005
438,5,62,bar,2e+11,0.005
439,5,61,bar,2e+11,0.005
440,61,15,bar,2e+11,0.005
441,62,15,bar,2e+11,0.005
442,68,26,bar,2e+11,0.005
443,67,31,bar,2e+11,0.005
444,67,30,bar,2e+11,0.005
445,76,35,bar,2e+11,0.005
446,36,76,bar,2e+11,0.005
447,36,77,bar,2e+11,0.005
448,42,80,bar,2e+11,0.005
449,82,49,bar,2e+11,0.005
450,48,82,bar,2e+11,0.005
451,68,21,bar,2e+11,0.005
452,7,68,bar,2e+11,0.005
453,68,22,bar,2e+11,0.005
454,20,68,bar,2e+11,0.005
455,20,65,bar,2e+11,0.005
456,67,22,bar,2e+11,0.005
457,67,24,bar,2e+11,0.005
458,67,23,bar,2e+11,0.005
459,65,23,bar,2e+11,0.005
460,31,76,bar,2e+11,0.005
461,76,40,bar,2e+11,0.005
462,76,41,bar,2e+11,0.005
463,77,41,bar,2e+11,0.005
464,76,42,bar,2e+11,0.005
465,77,42,bar,2e+11,0.005
466,80,47,bar,2e+11,0.005
467,80,48,bar,2e+11,0.005
468,93,51,bar,2e+11,0.005
469,50,93,bar,2e+11,0.005
470,93,52,bar,2e+11,0.005
471,93,53,bar,2e+11,0.005
472,96,64,bar,2e+11,0.005
473,64,20,bar,2e+11,0.005
474,56,96,bar,2e+11,0.005
475,96,20,bar,2e+11,0.005
476,94,60,bar,2e+11,0.005
477,94,56,bar,2e+11,0.005
478,96,7,bar,2e+11,0.005
479,60,96,bar,2e+11,0.005
480,96,58,bar,2e+11,0.005
481,93,2,bar,2e+11,0.005
482,93,54,bar,2e+11,0.005
483,54,5,bar,2e+11,0.005
484,54,94,bar,2e+11,0.005
485,94,61,bar,2e+11,0.005
486,53,94,bar,2e+11,0.005
487,102,68,bar,2e+11,0.005
488,106,23,bar,2e+11,0.005
489,101,23,bar,2e+11,0.005
490,74,36,bar,2e+11,0.005
491,73,36,bar,2e+11,0.005
492,110,77,bar,2e+11,0.005
493,110,42,bar,2e+11,0.005
494,110,75,bar,2e+11,0.005
495,81,48,bar,2e+11,0.005
496,115,82,bar,2e+11,0.005
497,81,115,bar,2e+11,0.005
498,102,20,bar,2e+11,0.005
499,102,65,bar,2e+11,0.005
500,64,102,bar,2e+11,0.005
501,102,55,bar,2e+11,0.005
502,101,65,bar,2e+11,0.005
503,101,67,bar,2e+11,0.005
504,55,101,bar,2e+11,0.005
505,66,23,bar,2e+11,0.005
506,101,66,bar,2e+11,0.005
507,106,31,bar,2e+11,0.005
508,106,36,bar,2e+11,0.005
509,66,106,bar,2e+11,0.005
510,106,73,bar,2e+11,0.005
511,106,74,bar,2e+11,0.005
512,74,110,bar,2e+11,0.005
513,110,80,bar,2e+11,0.005
514,71,110,bar,2e+11,0.005
515,110,81,bar,2e+11,0.005
516,75,115,bar,2e+11,0.005
517,84,53,bar,2e+11,0.005
518,84,50,bar,2e+11,0.005
519,50,83,bar,2e+11,0.005
520,87,53,bar,2e+11,0.005
521,88,53,bar,2e+11,0.005
522,91,125,bar,2e+11,0.005
523,125,64,bar,2e+11,0.005
524,91,123,bar,2e+11,0.005
525,123,64,bar,2e+11,0.005
526,122,60,bar,2e+11,0.005
527,98,122,bar,2e+11,0.005
528,122,56,bar,2e+11,0.005
529,91,56,bar,2e+11,0.005
530,122,91,bar,2e+11,0.005
531,123,96,bar,2e+11,0.005
532,89,55,bar,2e+11,0.005
533,123,56,bar,2e+11,0.005
534,88,54,bar,2e+11,0.005
535,88,122,bar,2e+11,0.005
536,122,94,bar,2e+11,0.005
537,129,102,bar,2e+11,0.005
538,135,66,bar,2e+11,0.005
539,103,135,bar,2e+11,0.005
540,103,66,bar,2e+11,0.005
541,108,73,bar,2e+11,0.005
542,136,73,bar,2e+11,0.005
543,136,108,bar,2e+11,0.005
544,108,141,bar,2e+11,0.005
545,111,71,bar,2e+11,0.005
546,111,142,bar,2e+11,0.005
547,114,75,bar,2e+11,0.005
548,114,81,bar,2e+11,0.005
549,144,115,bar,2e+11,0.005
550,114,144,bar,2e+11,0.005
551,129,64,bar,2e+11,0.005
552,129,55,bar,2e+11,0.005
553,129,89,bar,2e+11,0.005
554,125,89,bar,2e+11,0.005
555,103,55,bar,2e+11,0.005
556,129,103,bar,2e+11,0.005
557,132,66,bar,2e+11,0.005
558,103,132,bar,2e+11,0.005
559,89,132,bar,2e+11,0.005
560,135,106,bar,2e+11,0.005
561,135,73,bar,2e+11,0.005
562,135,108,bar,2e+11,0.005
563,108,74,bar,2e+11,0.005
564,108,71,bar,2e+11,0.005
565,141,71,bar,2e+11,0.005
566,111,75,bar,2e+11,0.005
567,141,111,bar,2e+11,0.005
568,142,75,bar,2e+11,0.005
569,142,114,bar,2e+11,0.005
570,154,87,bar,2e+11,0.005
571,154,83,bar,2e+11,0.005
572,83,147,bar,2e+11,0.005
573,146,87,bar,2e+11,0.005
574,152,87,bar,2e+11,0.005
575,153,124,bar,2e+11,0.005
576,153,118,bar,2e+11,0.005
577,155,121,bar,2e+11,0.005
578,121,91,bar,2e+11,0.005
579,153,91,bar,2e+11,0.005
580,121,153,bar,2e+11,0.005
581,158,89,bar,2e+11,0.005
582,118,91,bar,2e+11,0.005
583,154,84,bar,2e+11,0.005
584,152,88,bar,2e+11,0.005
585,152,121,bar,2e+11,0.005
586,152,98,bar,2e+11,0.005
587,155,98,bar,2e+11,0.005
588,121,98,bar,2e+11,0.005
589,165,132,bar,2e+11,0.005
590,131,165,bar,2e+11,0.005
591,170,136,bar,2e+11,0.005
592,137,170,bar,2e+11,0.005
593,170,134,bar,2e+11,0.005
594,169,141,bar,2e+11,0.005
595,169,111,bar,2e+11,0.005
596,169,139,bar,2e+11,0.005
597,143,114,bar,2e+11,0.005
598,175,144,bar,2e+11,0.005
599,143,175,bar,2e+11,0.005
600,130,89,bar,2e+11,0.005
601,130,158,bar,2e+11,0.005
602,124,158,bar,2e+11,0.005
603,131,89,bar,2e+11,0.005
604,131,103,bar,2e+11,0.005
605,158,131,bar,2e+11,0.005
606,162,132,bar,2e+11,0.005
607,131,162,bar,2e+11,0.005
608,165,135,bar,2e+11,0.005
609,165,136,bar,2e+11,0.005
610,165,137,bar,2e+11,0.005
611,162,137,bar,2e+11,0.005
612,170,108,bar,2e+11,0.005
613,170,141,bar,2e+11,0.005
614,169,142,bar,2e+11,0.005
615,134,169,bar,2e+11,0.005
616,169,143,bar,2e+11,0.005
617,139,175,bar,2e+11,0.005
618,179,145,bar,2e+11,0.005
619,147,179,bar,2e+11,0.005
620,178,148,bar,2e+11,0.005
621,145,178,bar,2e+11,0.005
622,178,146,bar,2e+11,0.005
623,185,156,bar,2e+11,0.005
624,156,124,bar,2e+11,0.005
625,185,150,bar,2e+11,0.005
626,150,124,bar,2e+11,0.005
627,189,121,bar,2e+11,0.005
628,157,189,bar,2e+11,0.005
629,189,153,bar,2e+11,0.005
630,157,185,bar,2e+11,0.005
631,185,153,bar,2e+11,0.005
632,150,118,bar,2e+11,0.005
633,189,150,bar,2e+11,0.005
634,148,189,bar,2e+11,0.005
635,178,157,bar,2e+11,0.005
636,189,155,bar,2e+11,0.005
637,194,130,bar,2e+11,0.005
638,193,163,bar,2e+11,0.005
639,193,162,bar,2e+11,0.005
640,167,137,bar,2e+11,0.005
641,199,137,bar,2e+11,0.005
642,199,167,bar,2e+11,0.005
643,167,202,bar,2e+11,0.005
644,172,134,bar,2e+11,0.005
645,204,139,bar,2e+11,0.005
646,204,143,bar,2e+11,0.005
647,204,175,bar,2e+11,0.005
648,206,175,bar,2e+11,0.005
649,194,124,bar,2e+11,0.005
650,150,194,bar,2e+11,0.005
651,194,158,bar,2e+11,0.005
652,156,194,bar,2e+11,0.005
653,194,149,bar,2e+11,0.005
654,193,158,bar,2e+11,0.005
655,193,131,bar,2e+11,0.005
656,149,193,bar,2e+11,0.005
657,193,159,bar,2e+11,0.005
658,163,137,bar,2e+11,0.005
659,163,199,bar,2e+11,0.005
660,159,199,bar,2e+11,0.005
661,167,134,bar,2e+11,0.005
662,202,134,bar,2e+11,0.005
663,172,139,bar,2e+11,0.005
664,202,172,bar,2e+11,0.005
665,168,139,bar,2e+11,0.005
666,202,168,bar,2e+11,0.005
667,172,204,bar,2e+11,0.005
668,168,204,bar,2e+11,0.005
669,168,206,bar,2e+11,0.005
670,180,213,bar,2e+11,0.005
671,213,178,bar,2e+11,0.005
672,214,190,bar,2e+11,0.005
673,190,156,bar,2e+11,0.005
674,214,182,bar,2e+11,0.005
675,182,156,bar,2e+11,0.005
676,191,214,bar,2e+11,0.005
677,214,185,bar,2e+11,0.005
678,187,214,bar,2e+11,0.005
679,182,150,bar,2e+11,0.005
680,219,149,bar,2e+11,0.005
681,177,145,bar,2e+11,0.005
682,177,213,bar,2e+11,0.005
683,213,148,bar,2e+11,0.005
684,213,187,bar,2e+11,0.005
685,213,191,bar,2e+11,0.005
686,213,157,bar,2e+11,0.005
687,191,157,bar,2e+11,0.005
688,187,157,bar,2e+11,0.005
689,222,159,bar,2e+11,0.005
690,196,222,bar,2e+11,0.005
691,196,159,bar,2e+11,0.005
692,226,199,bar,2e+11,0.005
693,223,199,bar,2e+11,0.005
694,225,202,bar,2e+11,0.005
695,225,172,bar,2e+11,0.005
696,205,168,bar,2e+11,0.005
697,232,206,bar,2e+11,0.005
698,205,232,bar,2e+11,0.005
699,195,156,bar,2e+11,0.005
700,195,149,bar,2e+11,0.005
701,195,219,bar,2e+11,0.005
702,190,219,bar,2e+11,0.005
703,196,149,bar,2e+11,0.005
704,219,196,bar,2e+11,0.005
705,221,159,bar,2e+11,0.005
706,196,221,bar,2e+11,0.005
707,222,163,bar,2e+11,0.005
708,222,199,bar,2e+11,0.005
709,226,167,bar,2e+11,0.005
710,226,202,bar,2e+11,0.005
711,227,202,bar,2e+11,0.005
712,225,168,bar,2e+11,0.005
713,230,168,bar,2e+11,0.005
714,225,205,bar,2e+11,0.005
715,230,205,bar,2e+11,0.005
716,208,180,bar,2e+11,0.005
717,208,176,bar,2e+11,0.005
718,176,207,bar,2e+11,0.005
719,210,180,bar,2e+11,0.005
720,211,190,bar,2e+11,0.005
721,211,182,bar,2e+11,0.005
722,208,177,bar,2e+11,0.005
723,210,191,bar,2e+11,0.005
724,218,191,bar,2e+11,0.005
725,231,205,bar,2e+11,0.005
726,254,252,bar,2e+11,0.005
727,254,251,bar,2e+11,0.005
728,254,253,bar,2e+11,0.005
729,271,261,bar,2e+11,0.005
730,260,268,bar,2e+11,0.005
731,260,270,bar,2e+11,0.005
732,267,260,bar,2e+11,0.005
733,269,260,bar,2e+11,0.005
734,272,261,bar,2e+11,0.005
735,261,269,bar,2e+11,0.005
736,261,267,bar,2e+11,0.005
737,266,256,bar,2e+11,0.005
738,268,257,bar,2e+11,0.005
739,257,266,bar,2e+11,0.005
740,264,271,bar,2e+11,0.005
741,259,268,bar,2e+11,0.005
742,264,267,bar,2e+11,0.005
743,258,267,bar,2e+11,0.005
744,281,278,bar,2e+11,0.005
745,281,279,bar,2e+11,0.005
746,286,283,bar,2e+11,0.005
747,282,283,bar,2e+11,0.005
748,283,281,bar,2e+11,0.005
749,286,282,bar,2e+11,0.005
750,285,286,bar,2e+11,0.005
751,275,274,bar,2e+11,0.005
752,274,273,bar,2e+11,0.005
753,273,275,bar,2e+11,0.005
754,277,280,bar,2e+11,0.005
755,277,278,bar,2e+11,0.005
756,279,278,bar,2e+11,0.005
757,282,281,bar,2e+11,0.005
758,287,284,bar,2e+11,0.005
759,288,287,bar,2e+11,0.005
760,290,289,bar,2e+11,0.005
761,292,290,bar,2e+11,0.005
762,291,292,bar,2e+11,0.005
763,294,293,bar,2e+11,0.005
764,278,274,bar,2e+11,0.005
765,278,273,bar,2e+11,0.005
766,274,279,bar,2e+11,0.005
767,277,274,bar,2e+11,0.005
768,277,273,bar,2e+11,0.005
769,280,273,bar,2e+11,0.005
770,280,276,bar,2e+11,0.005
771,289,279,bar,2e+11,0.005
772,289,281,bar,2e+11,0.005
773,288,293,bar,2e+11,0.005
774,287,293,bar,2e+11,0.005
775,288,294,bar,2e+11,0.005
776,282,289,bar,2e+11,0.005
777,303,302,bar,2e+11,0.005
778,309,304,bar,2e+11,0.005
779,305,309,bar,2e+11,0.005
780,296,297,bar,2e+11,0.005
781,297,295,bar,2e+11,0.005
782,296,295,bar,2e+11,0.005
783,300,301,bar,2e+11,0.005
784,302,301,bar,2e+11,0.005
785,308,306,bar,2e+11,0.005
786,308,305,bar,2e+11,0.005
787,311,310,bar,2e+11,0.005
788,315,313,bar,2e+11,0.005
789,314,315,bar,2e+11,0.005
790,303,301,bar,2e+11,0.005
791,304,303,bar,2e+11,0.005
792,303,300,bar,2e+11,0.005
793,304,300,bar,2e+11,0.005
794,299,296,bar,2e+11,0.005
795,299,297,bar,2e+11,0.005
796,306,315,bar,2e+11,0.005
797,314,306,bar,2e+11,0.005
798,307,314,bar,2e+11,0.005
799,312,295,bar,2e+11,0.005
800,298,312,bar,2e+11,0.005
801,316,311,bar,2e+11,0.005
802,296,312,bar,2e+11,0.005
803,323,325,bar,2e+11,0.005
804,324,323,bar,2e+11,0.005
805,327,324,bar,2e+11,0.005
806,317,318,bar,2e+11,0.005
807,321,320,bar,2e+11,0.005
808,320,319,bar,2e+11,0.005
809,319,321,bar,2e+11,0.005
810,323,322,bar,2e+11,0.005
811,331,326,bar,2e+11,0.005
812,328,330,bar,2e+11,0.005
813,326,330,bar,2e+11,0.005
814,326,328,bar,2e+11,0.005
815,330,327,bar,2e+11,0.005
816,332,331,bar,2e+11,0.005
817,334,333,bar,2e+11,0.005
818,337,334,bar,2e+11,0.005
819,336,337,bar,2e+11,0.005
820,335,336,bar,2e+11,0.005
821,325,322,bar,2e+11,0.005
822,338,329,bar,2e+11,0.005
823,329,336,bar,2e+11,0.005
824,329,335,bar,2e+11,0.005
825,328,336,bar,2e+11,0.005
826,332,338,bar,2e+11,0.005
827,326,335,bar,2e+11,0.005
828,328,335,bar,2e+11,0.005
829,324,334,bar,2e+11,0.005
830,323,333,bar,2e+11,0.005
831,340,343,bar,2e+11,0.005
832,343,342,bar,2e+11,0.005
833,340,341,bar,2e+11,0.005
834,342,341,bar,2e+11,0.005
835,341,343,bar,2e+11,0.005
836,344,346,bar,2e+11,0.005
837,344,345,bar,2e+11,0.005
838,351,348,bar,2e+11,0.005
839,351,350,bar,2e+11,0.005
840,345,342,bar,2e+11,0.005
841,345,341,bar,2e+11,0.005
842,346,341,bar,2e+11,0.005
843,343,339,bar,2e+11,0.005
844,341,339,bar,2e+11,0.005
845,340,339,bar,2e+11,0.005
846,346,340,bar,2e+11,0.005
847,361,359,bar,2e+11,0.005
848,362,361,bar,2e+11,0.005
849,363,361,bar,2e+11,0.005
850,356,354,bar,2e+11,0.005
851,355,354,bar,2e+11,0.005
852,358,360,bar,2e+11,0.005
853,366,364,bar,2e+11,0.005
854,365,364,bar,2e+11,0.005
855,365,366,bar,2e+11,0.005
856,369,368,bar,2e+11,0.005
857,371,369,bar,2e+11,0.005
858,370,371,bar,2e+11,0.005
859,374,372,bar,2e+11,0.005
860,373,372,bar,2e+11,0.005
861,374,373,bar,2e+11,0.005
862,357,359,bar,2e+11,0.005
863,358,357,bar,2e+11,0.005
864,364,371,bar,2e+11,0.005
865,370,364,bar,2e+11,0.005
866,368,359,bar,2e+11,0.005
867,367,354,bar,2e+11,0.005
868,369,363,bar,2e+11,0.005
869,363,368,bar,2e+11,0.005
870,368,361,bar,2e+11,0.005
871,355,367,bar,2e+11,0.005
872,366,371,bar,2e+11,0.005
873,380,379,bar,2e+11,0.005
874,377,378,bar,2e+11,0.005
875,379,378,bar,2e+11,0.005
876,386,381,bar,2e+11,0.005
877,383,385,bar,2e+11,0.005
878,382,383,bar,2e+11,0.005
879,388,387,bar,2e+11,0.005
880,391,390,bar,2e+11,0.005
881,393,391,bar,2e+11,0.005
882,395,392,bar,2e+11,0.005
883,392,394,bar,2e+11,0.005
884,397,395,bar,2e+11,0.005
885,396,395,bar,2e+11,0.005
886,397,396,bar,2e+11,0.005
887,380,378,bar,2e+11,0.005
888,380,377,bar,2e+11,0.005
889,376,375,bar,2e+11,0.005
890,395,384,bar,2e+11,0.005
891,396,384,bar,2e+11,0.005
892,384,394,bar,2e+11,0.005
893,384,392,bar,2e+11,0.005
894,390,379,bar,2e+11,0.005
895,391,381,bar,2e+11,0.005
896,393,381,bar,2e+11,0.005
897,381,390,bar,2e+11,0.005
898,376,389,bar,2e+11,0.005
899,375,389,bar,2e+11,0.005
900,387,395,bar,2e+11,0.005
901,387,397,bar,2e+11,0.005
902,397,388,bar,2e+11,0.005
903,385,393,bar,2e+11,0.005
904,383,394,bar,2e+11,0.005
905,387,396,bar,2e+11,0.005
906,382,392,bar,2e+11,0.005
907,383,392,bar,2e+11,0.005
908,406,404,bar,2e+11,0.005
909,407,408,bar,2e+11,0.005
910,408,406,bar,2e+11,0.005
911,399,398,bar,2e+11,0.005
912,400,402,bar,2e+11,0.005
913,400,401,bar,2e+11,0.005
914,401,402,bar,2e+11,0.005
915,403,405,bar,2e+11,0.005
916,403,404,bar,2e+11,0.005
917,407,406,bar,2e+11,0.005
918,414,409,bar,2e+11,0.005
919,414,412,bar,2e+11,0.005
920,413,411,bar,2e+11,0.005
921,413,410,bar,2e+11,0.005
922,418,417,bar,2e+11,0.005
923,419,418,bar,2e+11,0.005
924,404,401,bar,2e+11,0.005
925,403,401,bar,2e+11,0.005
926,405,401,bar,2e+11,0.005
927,402,399,bar,2e+11,0.005
928,401,399,bar,2e+11,0.005
929,403,400,bar,2e+11,0.005
930,400,399,bar,2e+11,0.005
931,405,400,bar,2e+11,0.005
932,420,412,bar,2e+11,0.005
933,411,419,bar,2e+11,0.005
934,416,398,bar,2e+11,0.005
935,417,406,bar,2e+11,0.005
936,402,416,bar,2e+11,0.005
937,399,416,bar,2e+11,0.005
938,414,420,bar,2e+11,0.005
939,410,419,bar,2e+11,0.005
940,413,419,bar,2e+11,0.005
941,407,417,bar,2e+11,0.005
942,432,430,bar,2e+11,0.005
943,433,434,bar,2e+11,0.005
944,422,424,bar,2e+11,0.005
945,424,421,bar,2e+11,0.005
946,422,421,bar,2e+11,0.005
947,423,421,bar,2e+11,0.005
948,422,423,bar,2e+11,0.005
949,425,426,bar,2e+11,0.005
950,428,431,bar,2e+11,0.005
951,427,431,bar,2e+11,0.005
952,428,427,bar,2e+11,0.005
953,428,429,bar,2e+11,0.005
954,427,429,bar,2e+11,0.005
955,430,429,bar,2e+11,0.005
956,433,432,bar,2e+11,0.005
957,437,436,bar,2e+11,0.005
958,435,437,bar,2e+11,0.005
959,439,438,bar,2e+11,0.005
960,444,443,bar,2e+11,0.005
961,432,429,bar,2e+11,0.005
962,432,428,bar,2e+11,0.005
963,432,427,bar,2e+11,0.005
964,427,425,bar,2e+11,0.005
965,425,423,bar,2e+11,0.005
966,431,425,bar,2e+11,0.005
967,426,423,bar,2e+11,0.005
968,431,426,bar,2e+11,0.005
969,425,422,bar,2e+11,0.005
970,426,422,bar,2e+11,0.005
971,426,424,bar,2e+11,0.005
972,442,436,bar,2e+11,0.005
973,440,421,bar,2e+11,0.005
974,441,434,bar,2e+11,0.005
975,423,440,bar,2e+11,0.005
976,438,443,bar,2e+11,0.005
977,438,444,bar,2e+11,0.005
978,422,440,bar,2e+11,0.005
979,451,453,bar,2e+11,0.005
980,453,450,bar,2e+11,0.005
981,452,451,bar,2e+11,0.005
982,454,450,bar,2e+11,0.005
983,451,454,bar,2e+11,0.005
984,456,452,bar,2e+11,0.005
985,452,454,bar,2e+11,0.005
986,459,452,bar,2e+11,0.005
987,445,446,bar,2e+11,0.005
988,447,448,bar,2e+11,0.005
989,451,450,bar,2e+11,0.005
990,451,449,bar,2e+11,0.005
991,449,450,bar,2e+11,0.005
992,460,455,bar,2e+11,0.005
993,457,459,bar,2e+11,0.005
994,455,457,bar,2e+11,0.005
995,459,456,bar,2e+11,0.005
996,462,461,bar,2e+11,0.005
997,464,461,bar,2e+11,0.005
998,463,464,bar,2e+11,0.005
999,464,462,bar,2e+11,0.005
1000,453,449,bar,2e+11,0.005
1001,449,447,bar,2e+11,0.005
1002,453,447,bar,2e+11,0.005
1003,465,458,bar,2e+11,0.005
1004,458,463,bar,2e+11,0.005
1005,461,454,bar,2e+11,0.005
1006,462,454,bar,2e+11,0.005
1007,460,465,bar,2e+11,0.005
1008,456,462,bar,2e+11,0.005
1009,459,462,bar,2e+11,0.005
1010,457,463,bar,2e+11,0.005
1011,459,464,bar,2e+11,0.005
1012,452,461,bar,2e+11,0.005
1013,452,462,bar,2e+11,0.005
1014,483,476,bar,2e+11,0.005
1015,474,476,bar,2e+11,0.005
1016,483,474,bar,2e+11,0.005
1017,475,474,bar,2e+11,0.005
1018,474,477,bar,2e+11,0.005
1019,475,483,bar,2e+11,0.005
1020,475,477,bar,2e+11,0.005
1021,482,475,bar,2e+11,0.005
1022,468,471,bar,2e+11,0.005
1023,468,470,bar,2e+11,0.005
1024,470,469,bar,2e+11,0.005
1025,474,473,bar,2e+11,0.005
1026,482,479,bar,2e+11,0.005
1027,483,477,bar,2e+11,0.005
1028,481,479,bar,2e+11,0.005
1029,478,481,bar,2e+11,0.005
1030,481,482,bar,2e+11,0.005
1031,486,485,bar,2e+11,0.005
1032,476,473,bar,2e+11,0.005
1033,470,466,bar,2e+11,0.005
1034,468,466,bar,2e+11,0.005
1035,472,468,bar,2e+11,0.005
1036,471,466,bar,2e+11,0.005
1037,472,471,bar,2e+11,0.005
1038,471,467,bar,2e+11,0.005
1039,485,480,bar,2e+11,0.005
1040,486,484,bar,2e+11,0.005
1041,493,497,bar,2e+11,0.005
1042,490,489,bar,2e+11,0.005
1043,490,491,bar,2e+11,0.005
1044,489,491,bar,2e+11,0.005
1045,494,496,bar,2e+11,0.005
1046,492,494,bar,2e+11,0.005
1047,496,493,bar,2e+11,0.005
1048,499,498,bar,2e+11,0.005
1049,504,503,bar,2e+11,0.005
1050,491,488,bar,2e+11,0.005
1051,489,488,bar,2e+11,0.005
1052,503,495,bar,2e+11,0.005
1053,504,495,bar,2e+11,0.005
1054,495,502,bar,2e+11,0.005
1055,498,503,bar,2e+11,0.005
1056,493,501,bar,2e+11,0.005
1057,496,501,bar,2e+11,0.005
1058,494,502,bar,2e+11,0.005
1059,498,504,bar,2e+11,0.005
1060,514,512,bar,2e+11,0.005
1061,515,512,bar,2e+11,0.005
1062,516,518,bar,2e+11,0.005
1063,518,515,bar,2e+11,0.005
1064,517,516,bar,2e+11,0.005
1065,519,517,bar,2e+11,0.005
1066,523,517,bar,2e+11,0.005
1067,507,510,bar,2e+11,0.005
1068,507,509,bar,2e+11,0.005
1069,507,508,bar,2e+11,0.005
1070,508,509,bar,2e+11,0.005
1071,511,513,bar,2e+11,0.005
1072,516,515,bar,2e+11,0.005
1073,516,514,bar,2e+11,0.005
1074,514,515,bar,2e+11,0.005
1075,524,520,bar,2e+11,0.005
1076,524,522,bar,2e+11,0.005
1077,523,521,bar,2e+11,0.005
1078,520,523,bar,2e+11,0.005
1079,520,521,bar,2e+11,0.005
1080,523,519,bar,2e+11,0.005
1081,527,526,bar,2e+11,0.005
1082,518,514,bar,2e+11,0.005
1083,514,511,bar,2e+11,0.005
1084,511,508,bar,2e+11,0.005
1085,513,508,bar,2e+11,0.005
1086,509,505,bar,2e+11,0.005
1087,508,505,bar,2e+11,0.005
1088,511,507,bar,2e+11,0.005
1089,507,505,bar,2e+11,0.005
1090,513,507,bar,2e+11,0.005
1091,510,505,bar,2e+11,0.005
1092,513,510,bar,2e+11,0.005
1093,510,506,bar,2e+11,0.005
1094,528,522,bar,2e+11,0.005
