# StructLab CSV - 3D barrel-vault double-layer space frame (78 x 30 m plan, 6 m module)
# Units: SI. Z = UP, downward load = Fz<0. Bars only (pin-jointed, axial forces).
# Concept follows the Lecture 37 space-frame roof: square-on-square offset grid, parabolic
# vault along X (springing z=15 m, rise 4 m), 4 m deep, carried on 4 corner tripod legs.
# Centred on the origin. Groups: Bottom chord / Top chord / Web / Leg. 20 kN per top node.
#NODES
id,x,y,z
336,103,35,bar,Web,2.1e+11,0.003,2.75e+08,7850
337,104,21,bar,Web,2.1e+11,0.003,2.75e+08,7850
338,104,35,bar,Web,2.1e+11,0.003,2.75e+08,7850
339,104,22,bar,Web,2.1e+11,0.003,2.75e+08,7850
340,104,36,bar,Web,2.1e+11,0.003,2.75e+08,7850
341,105,22,bar,Web,2.1e+11,0.003,2.75e+08,7850
342,105,36,bar,Web,2.1e+11,0.003,2.75e+08,7850
343,105,23,bar,Web,2.1e+11,0.003,2.75e+08,7850
344,105,37,bar,Web,2.1e+11,0.003,2.75e+08,7850
345,106,23,bar,Web,2.1e+11,0.003,2.75e+08,7850
346,106,37,bar,Web,2.1e+11,0.003,2.75e+08,7850
347,106,24,bar,Web,2.1e+11,0.003,2.75e+08,7850
348,106,38,bar,Web,2.1e+11,0.003,2.75e+08,7850
349,107,24,bar,Web,2.1e+11,0.003,2.75e+08,7850
350,107,38,bar,Web,2.1e+11,0.003,2.75e+08,7850
351,107,25,bar,Web,2.1e+11,0.003,2.75e+08,7850
352,107,39,bar,Web,2.1e+11,0.003,2.75e+08,7850
353,108,25,bar,Web,2.1e+11,0.003,2.75e+08,7850
354,108,39,bar,Web,2.1e+11,0.003,2.75e+08,7850
355,108,26,bar,Web,2.1e+11,0.003,2.75e+08,7850
356,108,40,bar,Web,2.1e+11,0.003,2.75e+08,7850
357,109,26,bar,Web,2.1e+11,0.003,2.75e+08,7850
358,109,40,bar,Web,2.1e+11,0.003,2.75e+08,7850
359,109,27,bar,Web,2.1e+11,0.003,2.75e+08,7850
360,109,41,bar,Web,2.1e+11,0.003,2.75e+08,7850
361,110,27,bar,Web,2.1e+11,0.003,2.75e+08,7850
362,110,41,bar,Web,2.1e+11,0.003,2.75e+08,7850
363,110,28,bar,Web,2.1e+11,0.003,2.75e+08,7850
364,110,42,bar,Web,2.1e+11,0.003,2.75e+08,7850
365,111,29,bar,Web,2.1e+11,0.003,2.75e+08,7850
366,111,43,bar,Web,2.1e+11,0.003,2.75e+08,7850
367,111,30,bar,Web,2.1e+11,0.003,2.75e+08,7850
368,111,44,bar,Web,2.1e+11,0.003,2.75e+08,7850
369,112,30,bar,Web,2.1e+11,0.003,2.75e+08,7850
370,112,44,bar,Web,2.1e+11,0.003,2.75e+08,7850
371,112,31,bar,Web,2.1e+11,0.003,2.75e+08,7850
372,112,45,bar,Web,2.1e+11,0.003,2.75e+08,7850
373,113,31,bar,Web,2.1e+11,0.003,2.75e+08,7850
374,113,45,bar,Web,2.1e+11,0.003,2.75e+08,7850
375,113,32,bar,Web,2.1e+11,0.003,2.75e+08,7850
376,113,46,bar,Web,2.1e+11,0.003,2.75e+08,7850
377,114,32,bar,Web,2.1e+11,0.003,2.75e+08,7850
378,114,46,bar,Web,2.1e+11,0.003,2.75e+08,7850
379,114,33,bar,Web,2.1e+11,0.003,2.75e+08,7850
380,114,47,bar,Web,2.1e+11,0.003,2.75e+08,7850
381,115,33,bar,Web,2.1e+11,0.003,2.75e+08,7850
382,115,47,bar,Web,2.1e+11,0.003,2.75e+08,7850
383,115,34,bar,Web,2.1e+11,0.003,2.75e+08,7850
384,115,48,bar,Web,2.1e+11,0.003,2.75e+08,7850
385,116,34,bar,Web,2.1e+11,0.003,2.75e+08,7850
386,116,48,bar,Web,2.1e+11,0.003,2.75e+08,7850
387,116,35,bar,Web,2.1e+11,0.003,2.75e+08,7850
388,116,49,bar,Web,2.1e+11,0.003,2.75e+08,7850
389,117,35,bar,Web,2.1e+11,0.003,2.75e+08,7850
390,117,49,bar,Web,2.1e+11,0.003,2.75e+08,7850
391,117,36,bar,Web,2.1e+11,0.003,2.75e+08,7850
392,117,50,bar,Web,2.1e+11,0.003,2.75e+08,7850
393,118,36,bar,Web,2.1e+11,0.003,2.75e+08,7850
394,118,50,bar,Web,2.1e+11,0.003,2.75e+08,7850
395,118,37,bar,Web,2.1e+11,0.003,2.75e+08,7850
396,118,51,bar,Web,2.1e+11,0.003,2.75e+08,7850
397,119,37,bar,Web,2.1e+11,0.003,2.75e+08,7850
398,119,51,bar,Web,2.1e+11,0.003,2.75e+08,7850
399,119,38,bar,Web,2.1e+11,0.003,2.75e+08,7850
400,119,52,bar,Web,2.1e+11,0.003,2.75e+08,7850
401,120,38,bar,Web,2.1e+11,0.003,2.75e+08,7850
402,120,52,bar,Web,2.1e+11,0.003,2.75e+08,7850
403,120,39,bar,Web,2.1e+11,0.003,2.75e+08,7850
404,120,53,bar,Web,2.1e+11,0.003,2.75e+08,7850
405,121,39,bar,Web,2.1e+11,0.003,2.75e+08,7850
406,121,53,bar,Web,2.1e+11,0.003,2.75e+08,7850
407,121,40,bar,Web,2.1e+11,0.003,2.75e+08,7850
408,121,54,bar,Web,2.1e+11,0.003,2.75e+08,7850
409,122,40,bar,Web,2.1e+11,0.003,2.75e+08,7850
410,122,54,bar,Web,2.1e+11,0.003,2.75e+08,7850
411,122,41,bar,Web,2.1e+11,0.003,2.75e+08,7850
412,122,55,bar,Web,2.1e+11,0.003,2.75e+08,7850
413,123,41,bar,Web,2.1e+11,0.003,2.75e+08,7850
414,123,55,bar,Web,2.1e+11,0.003,2.75e+08,7850
415,123,42,bar,Web,2.1e+11,0.003,2.75e+08,7850
416,123,56,bar,Web,2.1e+11,0.003,2.75e+08,7850
417,124,43,bar,Web,2.1e+11,0.003,2.75e+08,7850
418,124,57,bar,Web,2.1e+11,0.003,2.75e+08,7850
419,124,44,bar,Web,2.1e+11,0.003,2.75e+08,7850
420,124,58,bar,Web,2.1e+11,0.003,2.75e+08,7850
421,125,44,bar,Web,2.1e+11,0.003,2.75e+08,7850
422,125,58,bar,Web,2.1e+11,0.003,2.75e+08,7850
423,125,45,bar,Web,2.1e+11,0.003,2.75e+08,7850
424,125,59,bar,Web,2.1e+11,0.003,2.75e+08,7850
425,126,45,bar,Web,2.1e+11,0.003,2.75e+08,7850
426,126,59,bar,Web,2.1e+11,0.003,2.75e+08,7850
427,126,46,bar,Web,2.1e+11,0.003,2.75e+08,7850
428,126,60,bar,Web,2.1e+11,0.003,2.75e+08,7850
429,127,46,bar,Web,2.1e+11,0.003,2.75e+08,7850
430,127,60,bar,Web,2.1e+11,0.003,2.75e+08,7850
431,127,47,bar,Web,2.1e+11,0.003,2.75e+08,7850
432,127,61,bar,Web,2.1e+11,0.003,2.75e+08,7850
433,128,47,bar,Web,2.1e+11,0.003,2.75e+08,7850
434,128,61,bar,Web,2.1e+11,0.003,2.75e+08,7850
435,128,48,bar,Web,2.1e+11,0.003,2.75e+08,7850
436,128,62,bar,Web,2.1e+11,0.003,2.75e+08,7850
437,129,48,bar,Web,2.1e+11,0.003,2.75e+08,7850
438,129,62,bar,Web,2.1e+11,0.003,2.75e+08,7850
439,129,49,bar,Web,2.1e+11,0.003,2.75e+08,7850
440,129,63,bar,Web,2.1e+11,0.003,2.75e+08,7850
441,130,49,bar,Web,2.1e+11,0.003,2.75e+08,7850
442,130,63,bar,Web,2.1e+11,0.003,2.75e+08,7850
443,130,50,bar,Web,2.1e+11,0.003,2.75e+08,7850
444,130,64,bar,Web,2.1e+11,0.003,2.75e+08,7850
445,131,50,bar,Web,2.1e+11,0.003,2.75e+08,7850
446,131,64,bar,Web,2.1e+11,0.003,2.75e+08,7850
447,131,51,bar,Web,2.1e+11,0.003,2.75e+08,7850
448,131,65,bar,Web,2.1e+11,0.003,2.75e+08,7850
449,132,51,bar,Web,2.1e+11,0.003,2.75e+08,7850
450,132,65,bar,Web,2.1e+11,0.003,2.75e+08,7850
451,132,52,bar,Web,2.1e+11,0.003,2.75e+08,7850
452,132,66,bar,Web,2.1e+11,0.003,2.75e+08,7850
453,133,52,bar,Web,2.1e+11,0.003,2.75e+08,7850
454,133,66,bar,Web,2.1e+11,0.003,2.75e+08,7850
455,133,53,bar,Web,2.1e+11,0.003,2.75e+08,7850
456,133,67,bar,Web,2.1e+11,0.003,2.75e+08,7850
457,134,53,bar,Web,2.1e+11,0.003,2.75e+08,7850
458,134,67,bar,Web,2.1e+11,0.003,2.75e+08,7850
459,134,54,bar,Web,2.1e+11,0.003,2.75e+08,7850
460,134,68,bar,Web,2.1e+11,0.003,2.75e+08,7850
461,135,54,bar,Web,2.1e+11,0.003,2.75e+08,7850
462,135,68,bar,Web,2.1e+11,0.003,2.75e+08,7850
463,135,55,bar,Web,2.1e+11,0.003,2.75e+08,7850
464,135,69,bar,Web,2.1e+11,0.003,2.75e+08,7850
465,136,55,bar,Web,2.1e+11,0.003,2.75e+08,7850
466,136,69,bar,Web,2.1e+11,0.003,2.75e+08,7850
467,136,56,bar,Web,2.1e+11,0.003,2.75e+08,7850
468,136,70,bar,Web,2.1e+11,0.003,2.75e+08,7850
469,137,57,bar,Web,2.1e+11,0.003,2.75e+08,7850
470,137,71,bar,Web,2.1e+11,0.003,2.75e+08,7850
471,137,58,bar,Web,2.1e+11,0.003,2.75e+08,7850
472,137,72,bar,Web,2.1e+11,0.003,2.75e+08,7850
473,138,58,bar,Web,2.1e+11,0.003,2.75e+08,7850
474,138,72,bar,Web,2.1e+11,0.003,2.75e+08,7850
475,138,59,bar,Web,2.1e+11,0.003,2.75e+08,7850
476,138,73,bar,Web,2.1e+11,0.003,2.75e+08,7850
477,139,59,bar,Web,2.1e+11,0.003,2.75e+08,7850
478,139,73,bar,Web,2.1e+11,0.003,2.75e+08,7850
479,139,60,bar,Web,2.1e+11,0.003,2.75e+08,7850
480,139,74,bar,Web,2.1e+11,0.003,2.75e+08,7850
481,140,60,bar,Web,2.1e+11,0.003,2.75e+08,7850
482,140,74,bar,Web,2.1e+11,0.003,2.75e+08,7850
483,140,61,bar,Web,2.1e+11,0.003,2.75e+08,7850
484,140,75,bar,Web,2.1e+11,0.003,2.75e+08,7850
485,141,61,bar,Web,2.1e+11,0.003,2.75e+08,7850
486,141,75,bar,Web,2.1e+11,0.003,2.75e+08,7850
487,141,62,bar,Web,2.1e+11,0.003,2.75e+08,7850
488,141,76,bar,Web,2.1e+11,0.003,2.75e+08,7850
489,142,62,bar,Web,2.1e+11,0.003,2.75e+08,7850
490,142,76,bar,Web,2.1e+11,0.003,2.75e+08,7850
491,142,63,bar,Web,2.1e+11,0.003,2.75e+08,7850
492,142,77,bar,Web,2.1e+11,0.003,2.75e+08,7850
493,143,63,bar,Web,2.1e+11,0.003,2.75e+08,7850
494,143,77,bar,Web,2.1e+11,0.003,2.75e+08,7850
495,143,64,bar,Web,2.1e+11,0.003,2.75e+08,7850
496,143,78,bar,Web,2.1e+11,0.003,2.75e+08,7850
497,144,64,bar,Web,2.1e+11,0.003,2.75e+08,7850
498,144,78,bar,Web,2.1e+11,0.003,2.75e+08,7850
499,144,65,bar,Web,2.1e+11,0.003,2.75e+08,7850
500,144,79,bar,Web,2.1e+11,0.003,2.75e+08,7850
501,145,65,bar,Web,2.1e+11,0.003,2.75e+08,7850
502,145,79,bar,Web,2.1e+11,0.003,2.75e+08,7850
503,145,66,bar,Web,2.1e+11,0.003,2.75e+08,7850
504,145,80,bar,Web,2.1e+11,0.003,2.75e+08,7850
505,146,66,bar,Web,2.1e+11,0.003,2.75e+08,7850
506,146,80,bar,Web,2.1e+11,0.003,2.75e+08,7850
507,146,67,bar,Web,2.1e+11,0.003,2.75e+08,7850
508,146,81,bar,Web,2.1e+11,0.003,2.75e+08,7850
509,147,67,bar,Web,2.1e+11,0.003,2.75e+08,7850
510,147,81,bar,Web,2.1e+11,0.003,2.75e+08,7850
511,147,68,bar,Web,2.1e+11,0.003,2.75e+08,7850
512,147,82,bar,Web,2.1e+11,0.003,2.75e+08,7850
513,148,68,bar,Web,2.1e+11,0.003,2.75e+08,7850
514,148,82,bar,Web,2.1e+11,0.003,2.75e+08,7850
515,148,69,bar,Web,2.1e+11,0.003,2.75e+08,7850
516,148,83,bar,Web,2.1e+11,0.003,2.75e+08,7850
517,149,69,bar,Web,2.1e+11,0.003,2.75e+08,7850
518,149,83,bar,Web,2.1e+11,0.003,2.75e+08,7850
519,149,70,bar,Web,2.1e+11,0.003,2.75e+08,7850
520,149,84,bar,Web,2.1e+11,0.003,2.75e+08,7850
521,150,16,bar,Leg,2.1e+11,0.008,2.75e+08,7850
522,150,17,bar,Leg,2.1e+11,0.008,2.75e+08,7850
523,150,30,bar,Leg,2.1e+11,0.008,2.75e+08,7850
524,151,58,bar,Leg,2.1e+11,0.008,2.75e+08,7850
525,151,59,bar,Leg,2.1e+11,0.008,2.75e+08,7850
526,151,44,bar,Leg,2.1e+11,0.008,2.75e+08,7850
527,152,27,bar,Leg,2.1e+11,0.008,2.75e+08,7850
528,152,26,bar,Leg,2.1e+11,0.008,2.75e+08,7850
529,152,41,bar,Leg,2.1e+11,0.008,2.75e+08,7850
530,153,69,bar,Leg,2.1e+11,0.008,2.75e+08,7850
531,153,68,bar,Leg,2.1e+11,0.008,2.75e+08,7850
532,153,55,bar,Leg,2.1e+11,0.008,2.75e+08,7850
#SUPPORTS
node,rx,ry,rz
150,1,1,1
151,1,1,1
152,1,1,1
153,1,1,1
#FORCES
node,Fx,Fy,Fz
85,0,0,-20000
86,0,0,-20000
87,0,0,-20000
88,0,0,-20000
89,0,0,-20000
90,0,0,-20000
91,0,0,-20000
92,0,0,-20000
93,0,0,-20000
94,0,0,-20000
95,0,0,-20000
96,0,0,-20000
97,0,0,-20000
98,0,0,-20000
99,0,0,-20000
100,0,0,-20000
101,0,0,-20000
102,0,0,-20000
103,0,0,-20000
104,0,0,-20000
105,0,0,-20000
106,0,0,-20000
107,0,0,-20000
108,0,0,-20000
109,0,0,-20000
110,0,0,-20000
111,0,0,-20000
112,0,0,-20000
113,0,0,-20000
114,0,0,-20000
115,0,0,-20000
116,0,0,-20000
117,0,0,-20000
118,0,0,-20000
119,0,0,-20000
120,0,0,-20000
121,0,0,-20000
122,0,0,-20000
123,0,0,-20000
124,0,0,-20000
125,0,0,-20000
126,0,0,-20000
127,0,0,-20000
128,0,0,-20000
129,0,0,-20000
130,0,0,-20000
131,0,0,-20000
132,0,0,-20000
133,0,0,-20000
134,0,0,-20000
135,0,0,-20000
136,0,0,-20000
137,0,0,-20000
138,0,0,-20000
139,0,0,-20000
140,0,0,-20000
141,0,0,-20000
142,0,0,-20000
143,0,0,-20000
144,0,0,-20000
145,0,0,-20000
146,0,0,-20000
147,0,0,-20000
148,0,0,-20000
149,0,0,-20000
